image_path,class_label,attributes,caption,split,instance_id
images/team22_mug_041.png,tableware_mug,color:silver;material:metal;pattern:unknown,plain silver tableware_mug,train,
images/team22_mug_042.png,tableware_mug,color:silver;material:metal;pattern:unknown,plain silver tableware_mug,train,
images/team22_mug_043.png,tableware_mug,color:silver;material:metal;pattern:unknown,plain silver tableware_mug,train,
images/team22_mug_044.png,tableware_mug,color:green;material:glass;pattern:unknown,floral pattern green tableware_mug,train,
images/team22_mug_045.png,tableware_mug,color:green;material:glass;pattern:unknown,floral pattern green tableware_mug,train,
images/team22_mug_046.png,tableware_mug,color:white;material:glass;pattern:unknown,white mug with pattern,train,
images/team22_mug_047.png,tableware_mug,color:silver;material:metal;pattern:unknown,large thermos tableware_mug,train,
images/team22_mug_048.png,tableware_mug,color:black;material:plastic;pattern:unknown,black mug side view,train,
images/team22_mug_049.png,tableware_mug,color:transparent;material:glass;pattern:unknown,small glass tableware_mug,train,
images/team22_mug_050.png,tableware_mug,color:transparent;material:glass;pattern:unknown,medium glass tableware_mug,train,
images/team22_mug_051.png,tableware_mug,color:black;material:metal;pattern:unknown,[photo] black tableware_mug,train,
images/team22_mug_052.png,tableware_mug,color:black;material:metal;pattern:unknown,[photo] black tableware_mug,train,
images/team22_mug_053.png,tableware_mug,color:black;material:metal;pattern:unknown,[photo] black tableware_mug,train,
images/team22_mug_054.png,tableware_mug,color:black;material:metal;pattern:unknown,[photo] black tableware_mug,train,
images/team22_mug_055.png,tableware_mug,color:black;material:metal;pattern:unknown,[photo] black tableware_mug,train,
images/team22_mug_056.png,tableware_mug,color:white;material:metal;pattern:unknown,[photo] white tableware_mug,train,
images/team22_mug_057.png,tableware_mug,color:white;material:metal;pattern:unknown,[photo] white tableware_mug,train,
images/team22_mug_058.png,tableware_mug,color:white;material:metal;pattern:unknown,[photo] white tableware_mug,train,
images/team22_mug_059.png,tableware_mug,color:white;material:metal;pattern:unknown,[photo] white tableware_mug,train,
images/team22_mug_060.png,tableware_mug,color:white;material:metal;pattern:unknown,[photo] white tableware_mug,train,
images/team22_wrist_watch_121.png,clothing_wristwatch,color:silver;material:metal;pattern:unknown,blue face analog watch,train,
images/team22_wrist_watch_122.png,clothing_wristwatch,color:silver;material:metal;pattern:unknown,blue face analog watch,train,
images/team22_wrist_watch_123.png,clothing_wristwatch,color:silver;material:metal;pattern:unknown,blue face analog watch,train,
images/team22_wrist_watch_124.png,clothing_wristwatch,color:silver;material:metal;pattern:unknown,blue face analog watch,train,
images/team22_wrist_watch_125.png,clothing_wristwatch,color:silver;material:metal;pattern:unknown,blue face analog watch,train,
images/team22_wrist_watch_126.png,clothing_wristwatch,color:black;material:metal;pattern:unknown,black analog with white face,train,
images/team22_wrist_watch_127.png,clothing_wristwatch,color:black;material:metal;pattern:unknown,black analog with white face,train,
images/team22_wrist_watch_128.png,clothing_wristwatch,color:black;material:metal;pattern:unknown,black analog with white face,train,
images/team22_wrist_watch_129.png,clothing_wristwatch,color:black;material:metal;pattern:unknown,black analog with white face,train,
images/team22_wrist_watch_130.png,clothing_wristwatch,color:unknown;material:plastic;pattern:unknown,pink smartwatch,train,
images/team22_wrist_watch_131.png,clothing_wristwatch,color:unknown;material:plastic;pattern:unknown,pink smartwatch,train,
images/team22_wrist_watch_132.png,clothing_wristwatch,color:unknown;material:plastic;pattern:unknown,pink smartwatch,train,
images/team22_wrist_watch_133.png,clothing_wristwatch,color:black;material:plastic;pattern:unknown,rugged digital watch,train,
images/team22_wrist_watch_134.png,clothing_wristwatch,color:black;material:plastic;pattern:unknown,rugged digital watch,train,
images/team22_wrist_watch_135.png,clothing_wristwatch,color:black;material:plastic;pattern:unknown,rugged digital watch,train,
images/team22_wrist_watch_136.png,clothing_wristwatch,color:black;material:plastic;pattern:unknown,rugged digital watch,train,
images/team22_wrist_watch_137.png,clothing_wristwatch,color:black;material:plastic;pattern:unknown,rugged digital watch,train,
images/team22_wrist_watch_138.png,clothing_wristwatch,color:silver;material:metal;pattern:unknown,silver casio digital watch,train,
images/team22_wrist_watch_139.png,clothing_wristwatch,color:silver;material:metal;pattern:unknown,silver casio digital watch,train,
images/team22_wrist_watch_140.png,clothing_wristwatch,color:silver;material:metal;pattern:unknown,silver casio digital watch,train,
images/team22_wrist_watch_141.png,clothing_wristwatch,color:silver;material:metal;pattern:unknown,silver casio digital watch,train,
images/team22_wrist_watch_142.png,clothing_wristwatch,color:silver;material:metal;pattern:unknown,silver casio digital watch,train,
images/team22_wrist_watch_143.png,clothing_wristwatch,color:green;material:metal;pattern:unknown,green analog watch,train,
images/team22_wrist_watch_144.png,clothing_wristwatch,color:green;material:metal;pattern:unknown,green analog watch,train,
images/team22_wrist_watch_145.png,clothing_wristwatch,color:green;material:metal;pattern:unknown,green analog watch,train,
images/team22_wrist_watch_146.png,clothing_wristwatch,color:green;material:metal;pattern:unknown,green analog watch,train,
images/team22_wrist_watch_147.png,clothing_wristwatch,color:green;material:metal;pattern:unknown,green analog watch,train,
images/team22_wrist_watch_148.png,clothing_wristwatch,color:black;material:plastic;pattern:unknown,black digital watch,train,
images/team22_wrist_watch_149.png,clothing_wristwatch,color:black;material:plastic;pattern:unknown,black digital watch,train,
images/team22_wrist_watch_150.png,clothing_wristwatch,color:black;material:plastic;pattern:unknown,black digital watch,train,
images/team22_wrist_watch_151.png,clothing_wristwatch,color:black;material:plastic;pattern:unknown,black digital watch,train,
images/team22_wrist_watch_152.png,clothing_wristwatch,color:black;material:plastic;pattern:unknown,black digital watch,train,
images/team22_wrist_watch_153.png,clothing_wristwatch,color:black;material:plastic;pattern:unknown,smart-band style watch,train,
images/team22_wrist_watch_154.png,clothing_wristwatch,color:black;material:plastic;pattern:unknown,smart-band style watch,train,
images/team22_wrist_watch_155.png,clothing_wristwatch,color:black;material:plastic;pattern:unknown,smart-band style watch,train,
images/team22_wrist_watch_156.png,clothing_wristwatch,color:black;material:plastic;pattern:unknown,smart-band style watch,train,
images/team22_wrist_watch_157.png,clothing_wristwatch,color:black;material:plastic;pattern:unknown,smart-band style watch,train,
images/team22_wrist_watch_158.png,clothing_wristwatch,color:blue;material:metal;pattern:unknown,blue digital smartwatch,train,
images/team22_wrist_watch_159.png,clothing_wristwatch,color:blue;material:metal;pattern:unknown,blue digital smartwatch,train,
images/team22_wrist_watch_160.png,clothing_wristwatch,color:blue;material:metal;pattern:unknown,blue digital smartwatch,train,
images/team22_wrist_watch_161.png,clothing_wristwatch,color:blue;material:metal;pattern:unknown,blue digital smartwatch,train,
images/team22_wrist_watch_162.png,clothing_wristwatch,color:blue;material:metal;pattern:unknown,blue digital smartwatch,train,
images/team22_wrist_watch_163.png,clothing_wristwatch,color:blue;material:metal;pattern:unknown,golden analog watch,train,
images/team22_wrist_watch_164.png,clothing_wristwatch,color:blue;material:metal;pattern:unknown,golden analog watch,train,
images/team22_wrist_watch_165.png,clothing_wristwatch,color:blue;material:metal;pattern:unknown,golden analog watch,train,
images/team22_wrist_watch_166.png,clothing_wristwatch,color:white;material:plastic;pattern:unknown,large white digital watch,train,
images/team22_wrist_watch_167.png,clothing_wristwatch,color:white;material:plastic;pattern:unknown,large white digital watch,train,
images/team22_wrist_watch_168.png,clothing_wristwatch,color:white;material:plastic;pattern:unknown,large white digital watch,train,
images/team22_wrist_watch_169.png,clothing_wristwatch,color:white;material:plastic;pattern:unknown,large white digital watch,train,
images/team22_wrist_watch_170.png,clothing_wristwatch,color:white;material:plastic;pattern:unknown,white digital smartwatch,train,
images/team22_wrist_watch_171.png,clothing_wristwatch,color:white;material:plastic;pattern:unknown,white digital smartwatch,train,
images/team22_wrist_watch_172.png,clothing_wristwatch,color:white;material:plastic;pattern:unknown,white digital smartwatch,train,
images/team22_wrist_watch_173.png,clothing_wristwatch,color:white;material:plastic;pattern:unknown,white digital smartwatch,train,
images/team22_wrist_watch_174.png,clothing_wristwatch,color:white;material:plastic;pattern:unknown,white digital smartwatch,train,
images/team22_wrist_watch_175.png,clothing_wristwatch,color:black;material:metal;pattern:unknown,black analog wrist watch,train,
images/team22_wrist_watch_176.png,clothing_wristwatch,color:black;material:metal;pattern:unknown,black analog wrist watch,train,
images/team22_wrist_watch_177.png,clothing_wristwatch,color:black;material:metal;pattern:unknown,black analog wrist watch,train,
images/team22_wrist_watch_178.png,clothing_wristwatch,color:blue;material:plastic;pattern:unknown,blue smartband style watch,train,
images/team22_wrist_watch_179.png,clothing_wristwatch,color:blue;material:plastic;pattern:unknown,blue smartband style watch,train,
images/team22_wrist_watch_180.png,clothing_wristwatch,color:blue;material:plastic;pattern:unknown,blue smartband style watch,train,
images/team11_mouse_001.jpg,electronics_mouse,color:black;material:plastic;pattern:unknown,black wireless mouse with glossy finish,train,
images/team11_mouse_002.jpg,electronics_mouse,color:black;material:plastic;pattern:unknown,black wired mouse with matte finish,train,
images/team11_mouse_003.jpg,electronics_mouse,color:black;material:plastic;pattern:unknown,classic wired black mouse with scroll wheel,train,
images/team11_mouse_004.jpg,electronics_mouse,color:black;material:plastic;pattern:unknown,ergonomic black wireless mouse with side buttons,train,
images/team11_mouse_005.jpg,electronics_mouse,color:black;material:plastic;pattern:unknown,multi-button black wireless mouse with matte finish,train,
images/team11_mouse_006.jpg,electronics_mouse,color:black;material:plastic;pattern:unknown,ergonomic wireless black mouse with extra buttons,train,
images/team11_mouse_007.jpg,electronics_mouse,color:blue;material:plastic;pattern:unknown,compact blue wireless mouse with side buttons,train,
images/team11_mouse_008.jpg,electronics_mouse,color:blue;material:plastic;pattern:unknown,shiny blue wireless mouse with ergonomic design,train,
images/team11_mouse_009.jpg,electronics_mouse,color:grey;material:plastic;pattern:unknown,dark gray ergonomic wired mouse with side buttons,train,
images/team11_mouse_010.jpg,electronics_mouse,color:grey;material:plastic;pattern:unknown,ergonomic gray mouse with wired connection and side buttons,train,
images/team11_mouse_011.jpg,electronics_mouse,color:black;material:plastic;pattern:unknown,black hp wireless mouse with glossy finish,train,
images/team11_mouse_012.jpg,electronics_mouse,color:black;material:plastic;pattern:unknown,hp wireless mouse top view with logo,train,
images/team11_mouse_013.jpg,electronics_mouse,color:black;material:plastic;pattern:unknown,hp black wireless mouse angled view,train,
images/team11_mouse_014.jpg,electronics_mouse,color:white;material:plastic;pattern:unknown,sleek white hp wireless mouse with modern design,train,
images/team11_mouse_015.jpg,electronics_mouse,color:white;material:plastic;pattern:unknown,hp white wireless mouse angled view,train,
images/team11_mouse_016.jpg,electronics_mouse,color:white;material:plastic;pattern:unknown,curved white hp wireless mouse side view,train,
images/team11_mouse_017.jpg,electronics_mouse,color:white;material:plastic;pattern:unknown,white hp wireless mouse bottom angled view,train,
images/team11_mouse_018.jpg,electronics_mouse,color:white;material:plastic;pattern:unknown,sleek white hp mouse showing side contours,train,
images/team11_mouse_019.jpg,electronics_mouse,color:black;material:plastic;pattern:unknown,ergonomic black wireless mouse with red side button,train,
images/team11_mouse_020.jpg,electronics_mouse,color:black;material:plastic;pattern:unknown,black wireless mouse with red side button angled view,train,
images/team11_mouse_021.jpg,electronics_mouse,color:black;material:plastic;pattern:unknown,ergonomic black wireless mouse with red side button,train,
images/team11_mouse_022.jpg,electronics_mouse,color:black;material:plastic;pattern:unknown,black ergonomic wireless mouse with side buttons,train,
images/team11_mouse_023.jpg,electronics_mouse,color:black;material:plastic;pattern:unknown,black wired mouse with amazonbasics branding,train,
images/team11_mouse_024.jpg,electronics_mouse,color:black;material:plastic;pattern:unknown,wired black amazonbasics mouse with scroll wheel,train,
images/team11_mouse_025.jpg,electronics_mouse,color:black;material:plastic;pattern:unknown,corded black amazonbasics mouse with matte finish,train,
images/team11_mouse_026.jpg,electronics_mouse,color:grey;material:plastic;pattern:unknown,ergonomic gray wired mouse with side grip buttons,train,
images/team11_mouse_027.jpg,electronics_mouse,color:grey;material:plastic;pattern:unknown,dark gray wired mouse with ergonomic grip and scroll wheel,train,
images/team11_mouse_028.jpg,electronics_mouse,color:grey;material:plastic;pattern:unknown,corded gray ergonomic mouse with multiple side buttons,train,
images/team11_mouse_029.jpg,electronics_mouse,color:grey;material:plastic;pattern:unknown,gray ergonomic wired mouse with rubberized side grip,train,
images/team11_mouse_030.jpg,electronics_mouse,color:black;material:plastic;pattern:unknown,sleek black vertical-style ergonomic wireless mouse,train,
images/team11_mouse_031.jpg,electronics_mouse,color:black;material:plastic;pattern:unknown,ergonomic black wireless mouse with side buttons,train,
images/team11_mouse_032.jpg,electronics_mouse,color:black;material:plastic;pattern:unknown,sleek black wireless mouse with ergonomic grip,train,
images/team11_mouse_033.jpg,electronics_mouse,color:black;material:plastic;pattern:unknown,angled view of black ergonomic wireless mouse,train,
images/team11_mouse_034.jpg,electronics_mouse,color:black;material:plastic;pattern:unknown,classic small black wireless mouse with scroll wheel,train,
images/team11_mouse_035.jpg,electronics_mouse,color:black;material:plastic;pattern:unknown,side profile of compact black wireless mouse,train,
images/team11_mouse_036.jpg,electronics_mouse,color:black;material:plastic;pattern:unknown,rear view of worn black wireless mouse,train,
images/team11_mouse_037.jpg,electronics_mouse,color:black;material:plastic;pattern:unknown,top view of a slightly glossy black mouse,train,
images/team11_mouse_038.jpg,electronics_mouse,color:blue;material:plastic;pattern:unknown,blue wireless mouse resting on fabric surface,train,
images/team11_mouse_039.jpg,electronics_mouse,color:blue;material:plastic;pattern:unknown,front view of slim blue wireless mouse,train,
images/team11_mouse_040.jpg,electronics_mouse,color:blue;material:plastic;pattern:unknown,angled view of compact blue wireless mouse,train,
images/team11_mouse_041.jpg,electronics_mouse,color:black;material:plastic;pattern:unknown,ergonomic black wireless mouse with side buttons,train,
images/team11_mouse_042.jpg,electronics_mouse,color:black;material:plastic;pattern:unknown,sleek black wireless mouse with matte finish,train,
images/team11_mouse_043.jpg,electronics_mouse,color:black;material:plastic;pattern:unknown,curved black wireless mouse with scroll wheel,train,
images/team11_mouse_044.jpg,electronics_mouse,color:black;material:plastic;pattern:unknown,glossy black hp wireless mouse,train,
images/team11_mouse_045.jpg,electronics_mouse,color:black;material:plastic;pattern:unknown,side-view of glossy hp black mouse,train,
images/team11_mouse_046.jpg,electronics_mouse,color:black;material:plastic;pattern:unknown,multi-button hp black wireless mouse,train,
images/team11_mouse_047.jpg,electronics_mouse,color:black;material:plastic;pattern:unknown,hp wireless mouse with multiple side buttons,train,
images/team11_mouse_048.jpg,electronics_mouse,color:black;material:plastic;pattern:unknown,angled view of black hp wireless mouse,train,
images/team11_mouse_049.jpg,electronics_mouse,color:black;material:plastic;pattern:unknown,slim black wired mouse on wooden desk,train,
images/team11_mouse_050.jpg,electronics_mouse,color:black;material:plastic;pattern:unknown,flat black wired mouse with simple design,train,
images/team11_mouse_051.jpg,electronics_mouse,color:black;material:plastic;pattern:unknown,black wired mouse with matte finish,train,
images/team11_mouse_052.jpg,electronics_mouse,color:black;material:plastic;pattern:unknown,black wireless mouse with scroll wheel,train,
images/team11_mouse_053.jpg,electronics_mouse,color:black;material:plastic;pattern:unknown,black lenovo branded wireless mouse,train,
images/team11_mouse_054.jpg,electronics_mouse,color:black;material:plastic;pattern:unknown,lenovo black wireless mouse side view,train,
images/team11_mouse_055.jpg,electronics_mouse,color:black;material:plastic;pattern:unknown,lenovo black wireless mouse top view,train,
images/team11_mouse_056.jpg,electronics_mouse,color:black;material:plastic;pattern:unknown,glossy black wired mouse with white logo,train,
images/team11_mouse_057.jpg,electronics_mouse,color:black;material:plastic;pattern:unknown,glossy black mouse top view with printed logo,train,
images/team11_mouse_058.jpg,electronics_mouse,color:black;material:plastic;pattern:unknown,wired glossy black mouse front view,train,
images/team11_mouse_059.jpg,electronics_mouse,color:black;material:plastic;pattern:unknown,side view of glossy black wired mouse,train,
images/team11_mouse_060.jpg,electronics_mouse,color:black;material:plastic;pattern:unknown,angled glossy black wired mouse with logo,train,
images/team11_notebook_001.jpg,stationery_notebook,color:white;material:unknown;pattern:unknown,notebook image,val,
images/team11_notebook_002.jpg,stationery_notebook,color:white;material:unknown;pattern:unknown,notebook image,val,
images/team11_notebook_003.jpg,stationery_notebook,color:white;material:unknown;pattern:unknown,notebook image,val,
images/team11_notebook_004.jpg,stationery_notebook,color:white;material:unknown;pattern:unknown,notebook image,val,
images/team11_notebook_005.jpg,stationery_notebook,color:white;material:unknown;pattern:unknown,notebook image,val,
images/team11_notebook_006.jpg,stationery_notebook,color:white;material:unknown;pattern:unknown,notebook image,val,
images/team11_notebook_007.jpg,stationery_notebook,color:white;material:unknown;pattern:unknown,notebook image,val,
images/team11_notebook_008.jpg,stationery_notebook,color:white;material:unknown;pattern:unknown,notebook image,val,
images/team11_notebook_009.jpg,stationery_notebook,color:white;material:unknown;pattern:unknown,notebook image,val,
images/team11_notebook_010.jpg,stationery_notebook,color:white;material:unknown;pattern:unknown,notebook image,val,
images/team11_notebook_011.jpg,stationery_notebook,color:white;material:unknown;pattern:unknown,notebook image,val,
images/team11_notebook_012.jpg,stationery_notebook,color:white;material:unknown;pattern:unknown,notebook image,val,
images/team11_notebook_013.jpg,stationery_notebook,color:white;material:unknown;pattern:unknown,notebook image,val,
images/team11_notebook_014.jpg,stationery_notebook,color:white;material:unknown;pattern:unknown,notebook image,val,
images/team11_notebook_015.jpg,stationery_notebook,color:white;material:unknown;pattern:unknown,notebook image,val,
images/team11_notebook_016.jpg,stationery_notebook,color:white;material:unknown;pattern:unknown,notebook image,val,
images/team11_notebook_017.jpg,stationery_notebook,color:white;material:unknown;pattern:unknown,notebook image,val,
images/team11_notebook_018.jpg,stationery_notebook,color:green;material:unknown;pattern:unknown,notebook image,val,
images/team11_notebook_019.jpg,stationery_notebook,color:green;material:unknown;pattern:unknown,notebook image,val,
images/team11_notebook_020.jpg,stationery_notebook,color:black;material:unknown;pattern:unknown,notebook image,val,
images/team11_notebook_021.jpg,stationery_notebook,color:black;material:unknown;pattern:unknown,notebook image,val,
images/team11_notebook_022.jpg,stationery_notebook,color:blue;material:unknown;pattern:unknown,notebook image,val,
images/team11_notebook_023.jpg,stationery_notebook,color:white;material:unknown;pattern:unknown,notebook image,val,
images/team11_notebook_024.jpg,stationery_notebook,color:black;material:unknown;pattern:unknown,notebook image,val,
images/team11_notebook_025.jpg,stationery_notebook,color:white;material:unknown;pattern:unknown,notebook image,val,
images/team11_notebook_026.jpg,stationery_notebook,color:white;material:unknown;pattern:unknown,notebook image,val,
images/team11_notebook_027.jpg,stationery_notebook,color:white;material:unknown;pattern:unknown,notebook image,val,
images/team11_notebook_028.jpg,stationery_notebook,color:white;material:unknown;pattern:unknown,notebook image,val,
images/team11_notebook_029.jpg,stationery_notebook,color:white;material:unknown;pattern:unknown,notebook image,val,
images/team11_notebook_030.jpg,stationery_notebook,color:white;material:unknown;pattern:unknown,notebook image,val,
images/team11_notebook_031.jpg,stationery_notebook,color:white;material:unknown;pattern:unknown,notebook image,val,
images/team11_notebook_032.jpg,stationery_notebook,color:white;material:unknown;pattern:unknown,notebook image,val,
images/team11_notebook_033.jpg,stationery_notebook,color:white;material:unknown;pattern:unknown,notebook image,val,
images/team11_notebook_034.jpg,stationery_notebook,color:white;material:unknown;pattern:unknown,notebook image,val,
images/team11_notebook_035.jpg,stationery_notebook,color:white;material:unknown;pattern:unknown,notebook image,val,
images/team11_notebook_036.jpg,stationery_notebook,color:white;material:unknown;pattern:unknown,notebook image,val,
images/team11_notebook_037.jpg,stationery_notebook,color:white;material:unknown;pattern:unknown,notebook image,val,
images/team11_notebook_038.jpg,stationery_notebook,color:white;material:unknown;pattern:unknown,notebook image,val,
images/team11_notebook_039.jpg,stationery_notebook,color:white;material:unknown;pattern:unknown,notebook image,val,
images/team11_notebook_040.jpg,stationery_notebook,color:white;material:unknown;pattern:unknown,notebook image,val,
images/team11_notebook_041.jpg,stationery_notebook,color:white;material:unknown;pattern:unknown,notebook image,val,
images/team11_notebook_042.jpg,stationery_notebook,color:white;material:unknown;pattern:unknown,notebook image,val,
images/team11_notebook_043.jpg,stationery_notebook,color:white;material:unknown;pattern:unknown,notebook image,val,
images/team11_notebook_044.jpg,stationery_notebook,color:white;material:unknown;pattern:unknown,notebook image,val,
images/team11_notebook_045.jpg,stationery_notebook,color:white;material:unknown;pattern:unknown,notebook image,val,
images/team11_notebook_046.jpg,stationery_notebook,color:white;material:unknown;pattern:unknown,notebook image,val,
images/team11_notebook_047.jpg,stationery_notebook,color:white;material:unknown;pattern:unknown,notebook image,val,
images/team11_notebook_048.jpg,stationery_notebook,color:white;material:unknown;pattern:unknown,notebook image,val,
images/team11_notebook_049.jpg,stationery_notebook,color:white;material:unknown;pattern:unknown,notebook image,val,
images/team11_notebook_050.jpg,stationery_notebook,color:brown;material:unknown;pattern:unknown,notebook image,val,
images/team11_notebook_051.jpg,stationery_notebook,color:white;material:unknown;pattern:unknown,notebook image,val,
images/team11_notebook_052.jpg,stationery_notebook,color:brown;material:unknown;pattern:unknown,notebook image,val,
images/team11_notebook_053.jpg,stationery_notebook,color:brown;material:unknown;pattern:unknown,notebook image,val,
images/team11_notebook_054.jpg,stationery_notebook,color:brown;material:unknown;pattern:unknown,notebook image,val,
images/team11_notebook_055.jpg,stationery_notebook,color:white;material:unknown;pattern:unknown,notebook image,val,
images/team11_notebook_056.jpg,stationery_notebook,color:white;material:unknown;pattern:unknown,notebook image,val,
images/team11_notebook_057.jpg,stationery_notebook,color:white;material:unknown;pattern:unknown,notebook image,val,
images/team11_notebook_058.jpg,stationery_notebook,color:white;material:unknown;pattern:unknown,notebook image,val,
images/team11_notebook_059.jpg,stationery_notebook,color:white;material:unknown;pattern:unknown,notebook image,val,
images/team11_notebook_060.jpg,stationery_notebook,color:white;material:unknown;pattern:unknown,notebook image,val,
images/team11_water_bottle_001.jpg,tableware_waterbottle,color:transparent;material:plastic;pattern:unknown,water_bottle image,train,
images/team11_water_bottle_002.jpg,tableware_waterbottle,color:transparent;material:plastic;pattern:unknown,water_bottle image,train,
images/team11_water_bottle_003.jpg,tableware_waterbottle,color:transparent;material:plastic;pattern:unknown,water_bottle image,train,
images/team11_water_bottle_004.jpg,tableware_waterbottle,color:transparent;material:plastic;pattern:unknown,water_bottle image,train,
images/team11_water_bottle_005.jpg,tableware_waterbottle,color:transparent;material:plastic;pattern:unknown,water_bottle image,train,
images/team11_water_bottle_006.jpg,tableware_waterbottle,color:transparent;material:plastic;pattern:unknown,water_bottle image,train,
images/team11_water_bottle_007.jpg,tableware_waterbottle,color:transparent;material:plastic;pattern:unknown,water_bottle image,train,
images/team11_water_bottle_008.jpg,tableware_waterbottle,color:unknown;material:metal;pattern:unknown,water_bottle image,train,
images/team11_water_bottle_1_001.jpg,tableware_waterbottle,color:unknown;material:metal;pattern:unknown,water_bottle_1 image,train,
images/team11_water_bottle_1_002.jpg,tableware_waterbottle,color:unknown;material:metal;pattern:unknown,water_bottle_1 image,train,
images/team11_water_bottle_1_003.jpg,tableware_waterbottle,color:unknown;material:metal;pattern:unknown,water_bottle_1 image,train,
images/team11_water_bottle_1_004.jpg,tableware_waterbottle,color:unknown;material:metal;pattern:unknown,water_bottle_1 image,train,
images/team11_water_bottle_1_005.jpg,tableware_waterbottle,color:unknown;material:metal;pattern:unknown,water_bottle_1 image,train,
images/team11_water_bottle_10_001.jpg,tableware_waterbottle,color:red;material:metal;pattern:unknown,water_bottle_10 image,train,
images/team11_water_bottle_10_002.jpg,tableware_waterbottle,color:transparent;material:plastic;pattern:unknown,water_bottle_10 image,train,
images/team11_water_bottle_10_003.jpg,tableware_waterbottle,color:transparent;material:plastic;pattern:unknown,water_bottle_10 image,train,
images/team11_water_bottle_10_004.jpg,tableware_waterbottle,color:transparent;material:plastic;pattern:unknown,water_bottle_10 image,train,
images/team11_water_bottle_10_005.jpg,tableware_waterbottle,color:grey;material:metal;pattern:unknown,water_bottle_10 image,train,
images/team11_water_bottle_11_001.jpg,tableware_waterbottle,color:grey;material:metal;pattern:unknown,water_bottle_11 image,train,
images/team11_water_bottle_11_002.jpg,tableware_waterbottle,color:grey;material:metal;pattern:unknown,water_bottle_11 image,train,
images/team11_water_bottle_2_001.jpg,tableware_waterbottle,color:grey;material:metal;pattern:unknown,water_bottle_2 image,train,
images/team11_water_bottle_2_002.jpg,tableware_waterbottle,color:grey;material:metal;pattern:unknown,water_bottle_2 image,train,
images/team11_water_bottle_2_003.jpg,tableware_waterbottle,color:grey;material:metal;pattern:unknown,water_bottle_2 image,train,
images/team11_water_bottle_2_004.jpg,tableware_waterbottle,color:grey;material:metal;pattern:unknown,water_bottle_2 image,train,
images/team11_water_bottle_3_001.jpg,tableware_waterbottle,color:grey;material:metal;pattern:unknown,water_bottle_3 image,train,
images/team11_water_bottle_3_002.jpg,tableware_waterbottle,color:grey;material:metal;pattern:unknown,water_bottle_3 image,train,
images/team11_water_bottle_3_003.jpg,tableware_waterbottle,color:transparent;material:plastic;pattern:unknown,water_bottle_3 image,train,
images/team11_water_bottle_3_004.jpg,tableware_waterbottle,color:transparent;material:glass;pattern:unknown,water_bottle_3 image,train,
images/team11_water_bottle_3_005.jpg,tableware_waterbottle,color:transparent;material:glass;pattern:unknown,water_bottle_3 image,train,
images/team11_water_bottle_4_001.jpg,tableware_waterbottle,color:transparent;material:glass;pattern:unknown,water_bottle_4 image,train,
images/team11_water_bottle_4_002.jpg,tableware_waterbottle,color:transparent;material:glass;pattern:unknown,water_bottle_4 image,train,
images/team11_water_bottle_4_003.jpg,tableware_waterbottle,color:grey;material:metal;pattern:unknown,water_bottle_4 image,train,
images/team11_water_bottle_5_001.jpg,tableware_waterbottle,color:grey;material:metal;pattern:unknown,water_bottle_5 image,train,
images/team11_water_bottle_5_002.jpg,tableware_waterbottle,color:grey;material:metal;pattern:unknown,water_bottle_5 image,train,
images/team11_water_bottle_5_003.jpg,tableware_waterbottle,color:grey;material:metal;pattern:unknown,water_bottle_5 image,train,
images/team11_water_bottle_6_001.jpg,tableware_waterbottle,color:transparent;material:plastic;pattern:unknown,water_bottle_6 image,train,
images/team11_water_bottle_6_002.jpg,tableware_waterbottle,color:transparent;material:plastic;pattern:unknown,water_bottle_6 image,train,
images/team11_water_bottle_6_003.jpg,tableware_waterbottle,color:transparent;material:plastic;pattern:unknown,water_bottle_6 image,train,
images/team11_water_bottle_6_004.jpg,tableware_waterbottle,color:black;material:plastic;pattern:unknown,water_bottle_6 image,train,
images/team11_water_bottle_7_001.jpg,tableware_waterbottle,color:black;material:plastic;pattern:unknown,water_bottle_7 image,train,
images/team11_water_bottle_7_002.jpg,tableware_waterbottle,color:black;material:plastic;pattern:unknown,water_bottle_7 image,train,
images/team11_water_bottle_7_003.jpg,tableware_waterbottle,color:black;material:plastic;pattern:unknown,water_bottle_7 image,train,
images/team11_water_bottle_7_004.jpg,tableware_waterbottle,color:blue;material:plastic;pattern:unknown,water_bottle_7 image,train,
images/team11_water_bottle_8_001.jpg,tableware_waterbottle,color:blue;material:plastic;pattern:unknown,water_bottle_8 image,train,
images/team11_water_bottle_8_002.jpg,tableware_waterbottle,color:blue;material:plastic;pattern:unknown,water_bottle_8 image,train,
images/team11_water_bottle_9_001.jpg,tableware_waterbottle,color:blue;material:plastic;pattern:unknown,water_bottle_9 image,train,
images/team11_water_bottle_9_002.jpg,tableware_waterbottle,color:blue;material:plastic;pattern:unknown,water_bottle_9 image,train,
images/team11_water_bottle_9_003.jpg,tableware_waterbottle,color:black;material:plastic;pattern:unknown,water_bottle_9 image,train,
images/team11_water_bottle_9_004.jpg,tableware_waterbottle,color:black;material:plastic;pattern:unknown,water_bottle_9 image,train,
images/Team15_backpack_1.jpg,travel_backpack,color:blue;material:fabric;pattern:unknown,blue bag kept on chair,train,
images/Team15_backpack_2.jpg,travel_backpack,color:blue;material:fabric;pattern:unknown,blue bag kept on chair,train,
images/Team15_backpack_3.jpg,travel_backpack,color:blue;material:fabric;pattern:unknown,blue bag kept on chair,train,
